,Unnamed: 0,Unnamed: 0.1,cell_x,cell_y,death_time
65,65,65,1624.0,1340.0000000000002,60
66,66,66,1549.0,1337.0000000000002,60
67,67,67,1546.0,1190.0000000000002,60
68,68,68,2002.0,554.0000000000006,60
69,69,69,37.000000000000256,503.0000000000005,75
70,70,70,433.00000000000017,413.0000000000005,75
71,71,71,472.00000000000017,452.0000000000005,75
72,72,72,259.00000000000017,734.0000000000005,75
73,73,73,241.00000000000023,905.0000000000005,75
74,74,74,232.00000000000023,1058.0000000000002,75
75,75,75,298.00000000000017,977.0000000000005,75
76,76,76,475.00000000000017,836.0000000000005,75
77,77,77,535.0000000000001,824.0000000000005,75
78,78,78,343.0000000000001,1646.0000000000002,75
79,79,79,934.0,1139.0000000000002,75
80,80,80,1204.0,1619.0000000000002,75
81,81,81,1537.0,533.0000000000006,75
82,82,82,1639.0,527.0000000000006,75
83,83,83,2464.0,1031.0000000000002,75
84,84,84,310.00000000000017,1814.0,90
85,85,85,439.00000000000017,743.0000000000005,90
86,86,86,802.0000000000003,689.0000000000005,90
87,87,87,1204.0,701.0000000000005,90
88,88,88,1249.0,941.0000000000005,90
89,89,89,1195.0,1292.0000000000002,90
90,90,90,1084.0,1337.0000000000002,90
91,91,91,1321.0,1640.0000000000002,90
92,92,92,1882.0,872.0000000000005,90
93,93,93,1822.0,845.0000000000005,90
94,94,94,1777.0,503.0000000000005,90
95,95,95,457.00000000000017,122.00000000000044,105
96,96,96,421.00000000000017,161.00000000000043,105
97,97,97,1156.0,1475.0000000000002,105
98,98,98,1099.0,1442.0000000000002,105
99,99,99,1009.0,1316.0000000000002,105
100,100,100,1399.0,773.0000000000005,105
101,101,101,1441.0,803.0000000000005,105
102,102,102,1420.0,938.0000000000005,105
103,103,103,1510.0,1124.0000000000002,105
104,104,104,1471.0,1118.0000000000002,105
105,105,105,394.00000000000017,938.0000000000005,120
106,106,106,424.00000000000017,1847.0,120
107,107,107,475.00000000000017,1826.0,120
108,108,108,1108.0,1400.0000000000002,120
109,109,109,1417.0,1163.0000000000002,120
110,110,110,1450.0,995.0000000000005,120
111,111,111,1714.0,347.00000000000045,120
112,112,112,1423.0,554.0000000000006,120
113,113,113,1069.0,1391.0000000000002,135
114,114,114,1141.0,1397.0000000000002,135
115,115,115,1396.0,647.0000000000006,135
116,116,116,1369.0,881.0000000000005,135
117,117,117,34.000000000000256,803.0000000000005,150
118,118,118,79.00000000000024,851.0000000000005,150
119,119,119,577.0000000000002,545.0000000000006,150
120,120,120,958.0,1406.0000000000002,150
121,121,121,1270.0,1766.0000000000002,150
122,122,122,1432.0,1058.0000000000002,150
123,123,123,1489.0,1055.0000000000002,150
124,124,124,1123.0,746.0000000000005,150
125,125,125,1120.0,620.0000000000006,150
126,126,126,523.0000000000001,602.0000000000006,165
127,127,127,502.00000000000017,737.0000000000005,165
128,128,128,1363.0,974.0000000000005,165
129,129,129,985.0,1475.0000000000002,165
130,130,130,1312.0,614.0000000000006,165
131,131,131,685.0000000000002,446.0000000000005,180
132,132,132,817.0000000000003,575.0000000000006,180
133,133,133,1249.0,845.0000000000005,180
134,134,134,1696.0,284.0000000000004,180
135,135,135,1129.0,1343.0000000000002,240
136,136,136,1096.0,680.0000000000006,240
137,137,137,1327.0,404.0000000000004,240
138,138,138,1237.0,1193.0000000000002,255
139,139,139,1201.0,1568.0000000000002,270
0,0,0,1918.0,1502.0000000000002,0
1,1,1,58.000000000000256,746.0000000000005,15
2,2,2,1831.0,1784.0000000000002,15
3,3,3,1753.0,1310.0000000000002,15
4,4,4,1792.0,1247.0000000000002,15
5,5,5,1555.0,332.0000000000004,15
6,6,6,2242.0,1091.0000000000002,15
7,7,7,2467.0,1556.0000000000002,15
8,8,8,2389.0,1598.0000000000002,15
9,9,9,2290.0,1913.0,15
10,10,10,2353.0,1844.0,15
11,11,11,196.00000000000023,275.0000000000004,30
12,12,12,196.00000000000023,881.0000000000005,30
13,13,13,178.00000000000026,929.0000000000005,30
14,14,14,106.00000000000024,1241.0000000000002,30
15,15,15,379.00000000000017,1433.0000000000002,30
16,16,16,433.00000000000017,1490.0000000000002,30
17,17,17,76.00000000000024,1616.0000000000002,30
18,18,18,835.0,2039.0,30
19,19,19,646.0000000000002,1352.0000000000002,30
20,20,20,580.0000000000002,1127.0000000000002,30
21,21,21,517.0000000000001,1082.0000000000002,30
22,22,22,679.0000000000002,692.0000000000005,30
23,23,23,922.0,929.0000000000005,30
24,24,24,1312.0,377.0000000000005,30
25,25,25,1321.0,650.0000000000006,30
26,26,26,1414.0,1049.0000000000002,30
27,27,27,1483.0,1319.0,30
28,28,28,1678.0,1274.0000000000002,30
29,29,29,1792.0,785.0000000000005,30
30,30,30,1804.0,359.00000000000045,30
31,31,31,1582.0,83.00000000000045,30
32,32,32,1983.9999999999995,158.00000000000043,30
33,33,33,2134.0,239.00000000000043,30
34,34,34,2464.0,287.0000000000004,30
35,35,35,2224.0,449.0000000000005,30
36,36,36,2206.0,914.0000000000005,30
37,37,37,2272.0,902.0000000000006,30
38,38,38,2206.0,1418.0000000000002,30
39,39,39,2269.0,1613.0000000000002,30
40,40,40,2410.0,1874.0,30
41,41,41,2476.0,1904.0,30
42,42,42,355.00000000000017,227.00000000000043,45
43,43,43,400.00000000000017,209.00000000000043,45
44,44,44,118.00000000000024,1004.0000000000005,45
45,45,45,139.00000000000023,1217.0000000000002,45
46,46,46,106.00000000000024,1328.0000000000002,45
47,47,47,217.00000000000023,1322.0000000000005,45
48,48,48,289.00000000000017,1298.0000000000002,45
49,49,49,103.00000000000024,1700.0000000000002,45
50,50,50,253.00000000000023,1649.0000000000002,45
51,51,51,205.00000000000023,1781.0000000000002,45
52,52,52,43.000000000000256,1517.0000000000002,45
53,53,53,934.0,2090.0,45
54,54,54,673.0000000000002,1388.000000000001,45
55,55,55,631.0000000000002,1391.0000000000002,45
56,56,56,655.0000000000002,1295.0000000000002,45
57,57,57,604.0000000000002,1193.0000000000002,45
58,58,58,628.0000000000002,692.0000000000005,45
59,59,59,835.0,593.0000000000006,45
60,60,60,964.0,824.0000000000005,45
61,61,61,1189.0,476.0000000000005,45
62,62,62,1408.0,911.0000000000005,45
63,63,63,1102.0,1100.0000000000002,45
64,64,64,1159.0,1190.0000000000002,45
65,65,65,1117.0,1535.0000000000002,45
66,66,66,1204.0,1343.0000000000002,45
67,67,67,1453.0,1148.0000000000002,45
68,68,68,1453.0,1250.0000000000002,45
69,69,69,1384.0,1319.0,45
70,70,70,1906.0,1169.0000000000002,45
71,71,71,1981.0,632.0000000000006,45
72,72,72,1660.0,299.0000000000004,45
73,73,73,1750.0,173.00000000000043,45
74,74,74,1675.0,143.00000000000043,45
75,75,75,2506.0,38.000000000000455,45
76,76,76,2245.0,671.0000000000006,45
77,77,77,2275.0,1178.0000000000002,45
78,78,78,2206.0,1133.0000000000002,45
79,79,79,244.00000000000023,1274.0000000000002,60
80,80,80,283.00000000000017,1433.0000000000002,60
81,81,81,142.00000000000026,1550.0000000000002,60
82,82,82,25.00000000000025,1631.0000000000002,60
83,83,83,28.00000000000025,1799.0000000000002,60
84,84,84,16.000000000000256,1835.0,60
85,85,85,115.00000000000024,1952.0,60
86,86,86,115.00000000000024,1814.0,60
87,87,87,307.00000000000017,1790.0000000000002,60
88,88,88,373.00000000000017,1613.0000000000002,60
89,89,89,337.00000000000017,1649.0000000000002,60
90,90,90,571.0000000000002,1802.0,60
91,91,91,616.0000000000002,1892.0,60
92,92,92,661.0000000000002,1865.0,60
93,93,93,688.0000000000003,755.0000000000005,60
94,94,94,1144.0,407.0000000000005,60
95,95,95,1246.0,947.0000000000005,60
96,96,96,1141.0,1127.0000000000002,60
97,97,97,1120.0,1751.0000000000002,60
98,98,98,1696.0,1361.0000000000002,60
99,99,99,1651.0,1358.0000000000002,60
100,100,100,1630.0,1301.0000000000002,60
101,101,101,1699.0,842.0000000000005,60
102,102,102,1678.0,797.0000000000005,60
103,103,103,1747.0,227.00000000000043,60
104,104,104,1666.0,80.00000000000045,60
105,105,105,2323.0,893.0000000000005,60
106,106,106,2119.0,935.0000000000005,60
107,107,107,2392.0,1757.0000000000002,60
108,108,108,2401.0,1667.0000000000002,60
109,109,109,202.00000000000023,1217.0000000000002,75
110,110,110,55.000000000000256,1280.0000000000002,75
111,111,111,46.000000000000256,1340.0000000000002,75
112,112,112,106.00000000000024,1460.0000000000002,75
113,113,113,145.00000000000026,1406.0000000000002,75
114,114,114,508.00000000000017,1736.0000000000002,75
115,115,115,541.0000000000001,1622.0000000000002,75
116,116,116,673.0000000000002,803.0000000000005,75
117,117,117,631.0000000000002,752.0000000000005,75
118,118,118,1084.0,383.0000000000005,75
119,119,119,1318.0,1271.0000000000002,75
120,120,120,1363.0,1229.0000000000002,75
121,121,121,1615.0,803.0000000000005,75
122,122,122,1810.0,194.00000000000043,75
123,123,123,2392.0,119.00000000000044,75
124,124,124,2275.0,311.0000000000004,75
125,125,125,2524.0,527.0000000000006,75
126,126,126,2209.0,1130.0000000000002,75
127,127,127,2149.0,995.0000000000005,75
128,128,128,2194.0,998.0000000000005,75
129,129,129,2284.0,1571.0000000000002,75
130,130,130,286.00000000000017,854.0000000000005,90
131,131,131,169.00000000000026,1274.0000000000002,90
132,132,132,178.00000000000026,1310.0000000000002,90
133,133,133,145.00000000000026,1511.0000000000002,90
134,134,134,49.000000000000256,2096.0,90
135,135,135,205.00000000000023,1988.0,90
136,136,136,172.00000000000026,2063.0,90
137,137,137,148.00000000000026,2033.0,90
138,138,138,265.00000000000017,1715.0000000000002,90
139,139,139,613.0000000000002,1304.0000000000002,90
140,140,140,1036.0,440.0000000000005,90
141,141,141,1060.0,875.0000000000005,90
142,142,142,1096.0,902.0000000000006,90
143,143,143,1093.0,944.0000000000005,90
144,144,144,1144.0,983.0000000000005,90
145,145,145,1135.0,1016.0000000000005,90
146,146,146,1174.0,932.0000000000005,90
147,147,147,1060.0,1247.0000000000002,90
148,148,148,1615.0,1112.0000000000002,90
149,149,149,1906.0,620.0000000000006,90
150,150,150,1765.0,344.00000000000045,90
151,151,151,1717.0,35.00000000000045,90
152,152,152,1819.0,95.00000000000044,90
153,153,153,2296.0,185.00000000000043,90
154,154,154,2263.0,53.000000000000455,90
155,155,155,2272.0,227.00000000000043,90
156,156,156,2320.0,701.0000000000005,90
157,157,157,46.000000000000256,1022.0000000000005,105
158,158,158,409.00000000000017,1559.0000000000002,105
159,159,159,442.00000000000017,1721.0000000000002,105
160,160,160,337.00000000000017,1754.0000000000002,105
161,161,161,361.00000000000017,1796.0000000000002,105
162,162,162,277.00000000000017,2084.0,105
163,163,163,226.00000000000023,2144.0,105
164,164,164,592.0000000000002,1274.0000000000002,105
165,165,165,658.0000000000002,1226.0000000000002,105
166,166,166,1189.0,362.0000000000005,105
167,167,167,1468.0,803.0000000000005,105
168,168,168,1411.0,791.0000000000005,105
169,169,169,1465.0,902.0000000000006,105
170,170,170,1276.0,998.0000000000005,105
171,171,171,1189.0,1031.0000000000002,105
172,172,172,1117.0,1595.0000000000002,105
173,173,173,1114.0,1667.0000000000002,105
174,174,174,1366.0,1157.0000000000002,105
175,175,175,1435.0,1292.0000000000002,105
176,176,176,1588.0,707.0000000000005,105
177,177,177,1564.0,203.00000000000043,105
178,178,178,1762.0,116.00000000000044,105
179,179,179,2272.0,719.0000000000005,105
180,180,180,2101.0,1442.0000000000002,105
181,181,181,64.00000000000023,1862.000000000001,120
182,182,182,31.00000000000025,1709.0000000000002,120
183,183,183,277.00000000000017,1994.0,120
184,184,184,577.0000000000002,1703.0000000000002,120
185,185,185,781.0000000000003,1466.0000000000002,120
186,186,186,724.0000000000003,1427.0000000000002,120
187,187,187,1030.0,371.0000000000005,120
188,188,188,1036.0,767.0000000000006,120
189,189,189,1105.0,1451.0000000000002,120
190,190,190,1579.0,653.0000000000006,120
191,191,191,2013.9999999999995,125.00000000000044,120
192,192,192,2206.0,137.00000000000043,120
193,193,193,37.000000000000256,539.0000000000006,150
194,194,194,76.00000000000024,1193.0000000000002,150
195,195,195,139.00000000000023,1154.0000000000002,150
196,196,196,238.00000000000023,1490.0000000000002,150
197,197,197,226.00000000000023,2069.0,150
198,198,198,685.0000000000002,1949.0,150
199,199,199,1075.0,335.0000000000004,150
200,200,200,1120.0,326.0000000000004,150
201,201,201,1036.0,968.0000000000005,150
202,202,202,1678.0,203.00000000000043,150
203,203,203,1618.0,158.00000000000043,150
204,204,204,2512.0,1583.0000000000002,165
205,205,205,595.0000000000002,725.0000000000005,180
206,206,206,1735.0,1277.0000000000002,180
207,207,207,1597.0,488.0000000000005,195
208,208,208,1675.0,539.0000000000006,195
0,0,0,1234.0,1286.0000000000002,0
1,1,1,58.000000000000256,1754.0000000000002,15
2,2,2,922.0,1793.000000000001,15
3,3,3,997.0,1763.0000000000002,15
4,4,4,916.0,1436.0000000000002,15
5,5,5,1456.0,578.0000000000006,15
6,6,6,1156.0,1253.0000000000005,15
7,7,7,1126.0,1586.0000000000002,15
8,8,8,52.000000000000256,233.00000000000043,30
9,9,9,154.00000000000026,371.0000000000005,30
10,10,10,442.00000000000017,53.000000000000455,30
11,11,11,964.0,1397.0000000000002,30
12,12,12,691.0000000000003,773.0000000000005,30
13,13,13,499.00000000000017,269.0000000000004,30
14,14,14,1096.0,749.0000000000005,30
15,15,15,1219.0,1598.0000000000002,30
16,16,16,1159.0,1622.0000000000002,30
17,17,17,1144.0,1715.0000000000002,30
18,18,18,1696.0,1235.0000000000002,30
19,19,19,1570.0,38.000000000000455,30
20,20,20,1762.0,59.000000000000455,30
21,21,21,2056.0,1088.0000000000002,30
22,22,22,388.00000000000017,32.00000000000045,45
23,23,23,337.00000000000017,737.0000000000005,45
24,24,24,724.0000000000003,1727.000000000001,45
25,25,25,805.0000000000003,1652.0000000000002,45
26,26,26,808.0000000000003,1709.0000000000002,45
27,27,27,877.0,1742.0000000000002,45
28,28,28,928.0,1490.0000000000002,45
29,29,29,901.0,1286.0000000000002,45
30,30,30,955.0,1307.0000000000002,45
31,31,31,772.0000000000003,680.0000000000006,45
32,32,32,679.0000000000002,641.0000000000006,45
33,33,33,685.0000000000002,518.0000000000006,45
34,34,34,742.0000000000003,491.0000000000005,45
35,35,35,724.0000000000003,371.0000000000005,45
36,36,36,535.0000000000001,401.0000000000005,45
37,37,37,1228.0,230.00000000000043,45
38,38,38,1426.0,491.0000000000005,45
39,39,39,1318.0,1436.0000000000002,45
40,40,40,1306.0,1631.0000000000002,45
41,41,41,1276.0,1670.0000000000002,45
42,42,42,1570.0,1631.0000000000002,45
43,43,43,1654.0,1505.0000000000002,45
44,44,44,1717.0,1151.0000000000002,45
45,45,45,1774.0,1118.0000000000002,45
46,46,46,1669.0,1058.0000000000002,45
47,47,47,1893.9999999999995,284.0000000000004,45
48,48,48,2152.0,494.0000000000005,45
49,49,49,2182.0,1136.0000000000002,45
50,50,50,2128.0,1142.0000000000002,45
51,51,51,2164.0,1202.0000000000002,45
52,52,52,331.00000000000017,116.00000000000044,60
53,53,53,232.00000000000023,23.000000000000448,60
54,54,54,385.00000000000017,737.0000000000005,60
55,55,55,172.00000000000026,1040.0000000000002,60
56,56,56,520.0000000000001,1262.0000000000002,60
57,57,57,142.00000000000026,2078.0,60
58,58,58,130.00000000000023,2129.0,60
59,59,59,757.0000000000003,1679.0000000000002,60
60,60,60,757.0000000000003,1637.0000000000002,60
61,61,61,880.0,1535.0000000000002,60
62,62,62,871.0,1598.0000000000002,60
63,63,63,823.0000000000003,1583.0000000000002,60
64,64,64,976.0,752.0000000000005,60
65,65,65,946.0,542.0000000000006,60
66,66,66,859.0,632.0000000000006,60
67,67,67,808.0000000000003,593.0000000000006,60
68,68,68,682.0000000000002,476.0000000000005,60
69,69,69,1489.0,83.00000000000045,60
70,70,70,1309.0,1259.0000000000002,60
71,71,71,1234.0,1439.0000000000002,60
72,72,72,1126.0,1451.0000000000002,60
73,73,73,1198.0,1676.0000000000002,60
74,74,74,1897.0,1175.0000000000002,60
75,75,75,1912.0,1082.0000000000002,60
76,76,76,1831.0,842.0000000000005,60
77,77,77,1813.0,701.0000000000005,60
78,78,78,1878.9999999999995,173.00000000000043,60
79,79,79,1891.0,227.00000000000043,60
80,80,80,1843.0,101.00000000000044,60
81,81,81,2146.0,980.0000000000005,60
82,82,82,337.00000000000017,65.00000000000045,75
83,83,83,151.00000000000026,968.0000000000005,75
84,84,84,85.00000000000024,998.0000000000005,75
85,85,85,124.00000000000024,1067.0000000000002,75
86,86,86,61.00000000000023,1670.0000000000002,75
87,87,87,883.0,1664.0000000000002,75
88,88,88,850.0,1688.0000000000002,75
89,89,89,994.0,1484.0000000000002,75
90,90,90,718.0000000000003,740.0000000000005,75
91,91,91,709.0000000000003,695.0000000000005,75
92,92,92,928.0,788.0000000000005,75
93,93,93,973.0,623.0000000000006,75
94,94,94,940.0,329.0000000000004,75
95,95,95,961.0,383.0000000000005,75
96,96,96,505.00000000000017,332.0000000000004,75
97,97,97,1036.0,32.00000000000045,75
98,98,98,1267.0,1526.0000000000002,75
99,99,99,1207.0,1502.0000000000002,75
100,100,100,1240.0,1670.0000000000002,75
101,101,101,1516.0,1424.0000000000002,75
102,102,102,1735.0,1415.0000000000002,75
103,103,103,1744.0,1328.0000000000002,75
104,104,104,1735.0,1052.0000000000002,75
105,105,105,1915.0,902.0000000000006,75
106,106,106,1789.0,320.0000000000005,75
107,107,107,1975.0,278.0000000000004,75
108,108,108,2299.0,401.0000000000005,75
109,109,109,2263.0,395.0000000000005,75
110,110,110,2086.0,992.0000000000005,75
111,111,111,2059.0,1286.0000000000002,75
112,112,112,2023.0,1268.0000000000002,75
113,113,113,2028.9999999999995,1205.0000000000002,75
114,114,114,2053.0,1214.0000000000002,75
115,115,115,2107.0,1220.0000000000002,75
116,116,116,733.0000000000003,1784.0000000000002,90
