,avg_correlation,passed_stationary,inwards_edges,outwards_edges,gc_edge_prob,reciprocity,heterogeneity
REF5.3_37.41.3,0.5637407027141595,1.0,0.37209302325581395,0.20930232558139536,0.14052287581699346,0.18604651162790697,0.10526896288671979
