,avg_correlation,passed_stationary,inwards_edges,outwards_edges,gc_edge_prob,reciprocity,heterogeneity
1,0.1788732626085439,0.908256880733945,0.2543859649122807,0.2894736842105263,0.202127659574468,0.2631578947368421,0.1105039328074903
5,0.2480921336193415,0.986842105263158,0.2882562277580071,0.2455516014234875,0.2838383838383838,0.505338078291815,0.1200499610332535
6,0.1770410332715353,0.9696969696969696,0.2248062015503876,0.2248062015503876,0.2157190635451505,0.3255813953488372,0.0938124854130301
8,0.1569704539025432,0.6825396825396826,0.2471264367816092,0.2298850574712643,0.4084507042253521,0.4597701149425287,0.1310498823758243
9,0.1749018831055314,0.8897058823529411,0.2538071065989847,0.1928934010152284,0.2612732095490716,0.3147208121827411,0.1416611841916455
12,0.3542147103728436,1.0,0.3076923076923077,0.1666666666666666,0.2468354430379747,0.282051282051282,0.1568931030956458
20,0.1464488555756311,1.0,0.1904761904761904,0.238095238095238,0.28,0.4761904761904761,0.1314594990777817
30,0.2792004310469449,0.9863013698630136,0.29304029304029305,0.20146520146520147,0.6121076233183856,0.673992673992674,0.0971693896804182
