,avg_correlation,passed_stationary,inwards_edges,outwards_edges,gc_edge_prob,reciprocity,heterogeneity
REF5.3_37.41.1,0.4707298124542394,1.0,0.32142857142857145,0.03571428571428571,0.09859154929577464,0.0,0.08645303413603223
