,avg_correlation,passed_stationary,inwards_edges,outwards_edges,gc_edge_prob,reciprocity,heterogeneity
13.2_01,0.197028217515024,0.7333333333333334,0.2222222222222222,0.2222222222222222,0.27,0.4444444444444444,0.1815297238764842
13.2_05,0.2033466896213647,0.9107142857142856,0.2923076923076923,0.2153846153846154,0.2480916030534351,0.3692307692307692,0.1540313728911341
13.2_06,0.18245183871855,0.9705882352941176,0.3571428571428571,0.238095238095238,0.1076923076923077,0.1904761904761904,0.0584744846465011
13.2_20,0.0297848899201854,0.95,0.3333333333333333,0.1666666666666666,0.2666666666666666,0.3333333333333333,0.1584496460793664
KD13.2_01,0.3054377406472568,0.7567567567567568,0.3,0.1,0.0757575757575757,0.0,0.0252725684164315
KD13.2_02,0.1227681936636205,0.9411764705882352,0.1666666666666666,0.3333333333333333,0.081081081081081,0.0,0.1026415765616911
KD13.2_17,0.2016775581659006,0.6470588235294117,0.1875,0.1875,0.1860465116279069,0.125,0.131879300607489
KD13.2_46,0.39068525227984274,0.9122807017543859,0.23893805309734514,0.23008849557522124,0.17823343848580442,0.24778761061946902,0.14011589749948705
KD13.2_49.1,0.269657874804436,0.6956521739130435,0.2857142857142857,0.0,0.175,0.2857142857142857,0.1697948034574799
