,avg_neighbors_time_death,dist_to_cell_dead_neighbors,dist_to_cell_alive_neighbors,num_dead_neighbors_by_all_neighbors,alive_neighbors_by_all_alive_cells_in_time_point,label
0,-2.590724585036798,0.04453558816906889,0.04644625919631941,0.16666666666666666,0.020833333333333332,0.13379328842913046
1,-0.6230172319780719,0.04333629716495913,0.062194792194000134,0.42857142857142855,0.03636363636363636,0.5878796006734519
2,-0.7743793360595124,0.017155379987238265,0.02144826741256063,0.16666666666666666,0.02577319587628866,-0.09324986769303022
3,-0.7743793360595124,0.03799208275717704,0.01580100940731152,0.25,0.02912621359223301,0.13379328842913046
4,-2.1366382727924766,0.12576135661385002,0.05579565358892835,0.125,0.026119402985074626,1.0419659129177732
5,-2.3636814289146373,1.6938851765647227,0.6351067927531299,0.16666666666666666,0.020833333333333332,1.2690090690399338
6,-0.16893091973375043,0.009733574847960322,0.01624460745331594,0.6,0.01818181818181818,0.5878796006734519
7,-1.606870908507435,0.5821874536495016,0.18178120458487185,0.375,0.022123893805309734,-0.09324986769303022
8,-0.09324986769303018,0.016959898210115797,0.01670704682719054,0.2,0.03636363636363636,0.5878796006734519
9,-0.7743793360595124,0.8202970542197364,0.01154346954670253,0.2,0.019417475728155338,0.13379328842913046
10,-1.2284656483038339,0.005352089754265935,0.014343905911038537,0.125,0.029166666666666667,0.13379328842913046
11,0.587879600673452,0.019746670144746337,0.008335293476090763,0.8333333333333334,0.0625,1.723095381284255
12,-1.4176682784056343,0.49053697077934677,0.07204122681733505,0.8571428571428571,0.014492753623188406,1.2690090690399338
13,-0.4338146018762713,0.5378255556572846,0.04671502729487964,0.5,0.030534351145038167,0.8149227567956124
14,-1.3419872263649142,0.7254018948818173,0.5402868361813106,0.2857142857142857,0.020833333333333332,0.5878796006734519
15,-1.6825519605481554,0.16421373434341333,0.12016936003877488,0.4,0.012096774193548387,1.723095381284255
16,-1.6825519605481554,0.13265738708986674,0.10365741176096555,0.4,0.01910828025477707,0.8149227567956124
17,-0.8122198620798725,0.2996267496862809,0.12263758386444742,0.75,0.012738853503184714,1.2690090690399338
18,-0.4716551278966314,0.18818272202248362,0.2641944573531141,0.75,0.012738853503184714,0.5878796006734519
19,-2.817767741158959,1.5619617051740295,0.767243654199008,0.1,0.033582089552238806,-1.0014224921816728
20,-1.001422492181673,0.18169509724037025,0.07192512854102032,0.6,0.01818181818181818,1.723095381284255
21,-1.909595116670316,0.0165971525458063,0.007788401284622705,0.4,0.01327433628318584,0.5878796006734519
22,-1.6825519605481551,0.04068444460423962,0.027021248917010465,0.125,0.028225806451612902,-0.7743793360595121
23,-1.909595116670316,0.013347074879068242,0.025318987760476464,0.2,0.015151515151515152,-0.5473361799373515
24,-0.09324986769303016,0.10047806736494964,0.06272241820175896,0.2222222222222222,0.06363636363636363,1.4960522251620947
25,-1.909595116670316,0.06942366906245963,0.485206420636947,0.2222222222222222,0.03608247422680412,0.5878796006734519
26,-0.32029302381519087,0.03917171014326936,0.011438931210376039,0.42857142857142855,0.03636363636363636,0.8149227567956124
27,-0.8500603881002325,0.26039647895102286,0.1752591619976122,0.375,0.02824858757062147,0.5878796006734519
28,-0.7743793360595124,0.016717841458764697,0.05204129449558679,0.16666666666666666,0.02824858757062147,0.8149227567956124
29,0.13379328842913055,0.002674854633402362,0.010505774103600757,0.16666666666666666,0.03816793893129771,0.5878796006734519
30,0.020271710368050186,0.02443592665355457,0.0226218999165275,0.2857142857142857,0.045454545454545456,1.2690090690399338
31,-0.5473361799373516,0.006522932716134463,0.008486833846183156,0.2,0.022598870056497175,0.5878796006734519
32,-1.3419872263649142,0.02348300065760887,0.06610565518642969,0.4,0.014563106796116505,-0.5473361799373515
33,-0.7743793360595124,0.42341001823786406,0.008138565990805183,0.25,0.014563106796116505,0.36083644455129116
34,-1.4555088044259945,0.2924379419108856,0.13840583929923236,0.25,0.025,-0.09324986769303022
35,-2.1366382727924766,0.010044644088867894,0.02149244145339292,0.4,0.011627906976744186,-1.0014224921816728
36,-2.590724585036798,0.010399569972279568,0.018541760641408746,0.2,0.015151515151515152,-1.0014224921816728
37,-0.7743793360595124,0.01458523524228145,0.09326844942605826,0.14285714285714285,0.02912621359223301,-0.32029302381519087
38,-0.7743793360595124,0.004329471028335799,0.010392513830765294,0.2,0.020618556701030927,-0.32029302381519087
39,-0.8500603881002325,0.01805175654330737,0.014246060861064178,0.5,0.015463917525773196,-0.09324986769303022
40,0.24731486649021092,0.01916508835542081,0.015251906358587523,0.6666666666666666,0.05405405405405406,1.2690090690399338
41,-2.817767741158959,0.3878835030464263,0.23645030897145056,0.125,0.026515151515151516,1.2690090690399338
42,-2.1366382727924766,0.23063564464660796,0.017059507660921784,0.4,0.02727272727272727,0.8149227567956124
43,-0.2635322347846507,0.7843723671046948,0.06030627813960042,0.6666666666666666,0.01818181818181818,0.5878796006734519
44,0.5878796006734519,0.1938562640661586,0.018725341953715478,0.3333333333333333,0.10810810810810811,1.2690090690399338
45,0.6635606527141721,0.0997840751968917,0.01446131597122857,0.6,0.07407407407407407,2.1771816935285764
46,-1.1527845962631134,0.10383364194213877,0.08739614757154307,0.42857142857142855,0.025477707006369428,1.0419659129177732
47,-2.817767741158959,0.3878835030464263,0.23645030897145056,0.125,0.028225806451612902,1.2690090690399338
48,-1.001422492181673,7.5466841090532295,0.04600653717217593,0.2,0.019417475728155338,0.36083644455129116
49,-0.5473361799373516,0.19769277067741928,0.020083563874480907,0.14285714285714285,0.030927835051546393,0.8149227567956124
50,-0.7743793360595124,0.006181267727817675,0.0084217291734317,0.2,0.020618556701030927,-0.09324986769303022
51,-1.4933493304463548,1.7330904974375423,0.27017779774234624,0.6666666666666666,0.01694915254237288,0.36083644455129116
52,-0.8879009141205927,0.174854759724247,0.17897297018004438,0.5,0.022598870056497175,-0.09324986769303022
53,-2.3636814289146373,0.008182819280066103,0.010569665143123614,0.4,0.01098901098901099,-2.136638272792476
54,-0.7743793360595124,0.006437262478937622,0.010632218737251694,0.25,0.014563106796116505,-0.5473361799373515
55,-2.590724585036798,0.06916206376924447,0.09471298239930184,0.16666666666666666,0.018315018315018316,-1.6825519605481547
56,-0.7743793360595124,0.3257922470357161,0.33211621824518894,0.25,0.04580152671755725,1.2690090690399338
57,-0.7743793360595124,0.017117301898581093,0.007851294543774643,0.4,0.015463917525773196,-0.09324986769303022
58,-0.20677144575411052,0.008005696407997604,0.01130591789870369,0.2857142857142857,0.03184713375796178,1.4960522251620947
59,0.17163381444949066,1.7262494592176127,-1.0,1.0,0.0,1.723095381284255
60,-1.7960735386092357,0.035582571148399716,0.02186946640094879,0.4,0.01327433628318584,0.36083644455129116
61,-0.7743793360595124,0.0034482781801985275,0.008346172062963975,0.25,0.014563106796116505,0.13379328842913046
62,-1.909595116670316,0.09649332134474632,0.06380132609640057,0.125,0.05343511450381679,0.8149227567956124
63,0.587879600673452,0.0069647199908539036,0.024345528477326583,0.2857142857142857,0.07246376811594203,0.8149227567956124
64,-2.3636814289146373,0.17766299590005452,0.02030706966203189,0.16666666666666666,0.018656716417910446,-1.9095951166703156
65,0.2473148664902109,0.007260830517313985,0.36942686278448744,0.5,0.01818181818181818,0.5878796006734519
