,cell_x,cell_y,death_time
0,2530.0,143.00000000000045,0
1,2500.0,110.00000000000045,1
2,2482.0,155.00000000000043,1
3,2455.0,374.00000000000045,1
4,2542.0,251.00000000000045,1
5,2533.0,209.00000000000045,2
6,2185.0,149.00000000000045,2
7,2428.0,917.0000000000005,2
8,2509.0,884.0000000000005,2
9,2452.0,383.00000000000045,2
10,2494.0,923.0000000000005,3
11,2464.0,884.0000000000005,3
12,1603.0,68.00000000000045,3
13,1657.0,305.00000000000045,3
14,1774.0,410.00000000000045,3
15,1870.0,428.00000000000045,3
16,1926.9999999999998,596.0000000000005,3
17,1866.9999999999998,596.0000000000005,3
18,1735.0,632.0000000000006,3
19,2025.9999999999998,890.0000000000005,3
20,2050.0,809.0000000000005,3
21,2191.0,959.0000000000002,3
22,2278.0,1046.0000000000002,3
23,2224.0,1148.0000000000002,3
24,1795.0,1274.0000000000002,3
25,2428.0,857.0000000000005,4
26,2434.0,797.0000000000005,4
27,2071.0,716.0000000000005,4
28,2025.9999999999998,842.0000000000005,4
29,2269.0,1112.0000000000002,4
30,1900.0,575.0000000000005,4
31,1645.0,629.0000000000005,4
32,1540.0,683.0000000000005,4
33,1537.0,518.0000000000005,4
34,1920.9999999999998,392.00000000000045,4
35,1837.0,317.00000000000045,4
36,1483.0,188.00000000000045,4
37,1498.0,338.00000000000045,4
38,1501.0,428.00000000000045,4
39,1276.0,224.00000000000045,4
40,1078.0,203.00000000000045,4
41,1102.0,338.00000000000045,4
42,1072.0,782.0000000000005,4
43,454.00000000000017,1466.0000000000002,4
44,628.0000000000002,1526.0000000000002,4
45,934.0,719.0000000000005,5
46,1048.0,98.00000000000045,5
47,1216.0,278.00000000000045,5
48,1135.0,380.00000000000045,5
49,1498.0,554.0000000000005,5
50,1486.0,476.00000000000045,5
51,1531.0,464.00000000000045,5
52,1558.0,434.00000000000045,5
53,1878.9999999999995,401.00000000000045,5
54,1917.9999999999998,446.00000000000045,5
55,1618.0,719.0000000000005,5
56,1624.0,662.0000000000005,5
57,1672.0,677.0000000000005,5
58,1828.0,644.0000000000005,5
59,1872.9999999999998,659.0000000000005,5
60,1990.0,698.0000000000005,5
61,2059.0,683.0000000000005,5
62,2455.0,926.0000000000005,5
63,445.00000000000017,1421.0000000000002,6
64,442.0000000000002,1193.0000000000002,6
65,892.0,764.0000000000005,6
66,940.0,788.0000000000005,6
67,1054.0,278.00000000000045,6
68,1039.0,326.00000000000045,6
69,1063.0,380.00000000000045,6
70,1483.0,818.0000000000005,6
71,1540.0,836.0000000000005,6
72,1540.0,758.0000000000005,6
73,1558.0,716.0000000000005,6
74,1762.0,359.00000000000045,6
75,1813.0,1121.0000000000002,6
76,2107.0,980.0000000000002,6
77,2368.0,1742.0000000000002,6
78,91.00000000000023,1613.0000000000002,7
79,634.0000000000002,1472.0000000000002,7
80,886.0,818.0000000000005,7
81,796.0000000000002,506.00000000000045,7
82,703.0000000000002,473.00000000000045,7
83,697.0000000000002,260.00000000000045,7
84,550.0000000000002,188.00000000000045,7
85,370.00000000000017,101.00000000000045,7
86,1048.0,20.000000000000455,7
87,1318.0,212.00000000000045,7
88,1024.0,809.0000000000005,7
89,1405.0,887.0000000000005,7
90,1504.0,863.0000000000005,7
91,1450.0,818.0000000000005,7
92,1863.9999999999995,1082.0000000000002,7
93,1747.0,1028.0000000000002,7
94,2146.0,1418.0000000000002,7
95,418.0000000000001,98.00000000000045,8
96,409.00000000000017,365.00000000000045,8
97,727.0000000000002,1427.0000000000002,8
98,559.0000000000002,1283.0000000000002,8
99,742.0000000000002,1283.0000000000002,8
100,775.0000000000002,1328.0000000000002,8
101,775.0000000000002,1130.0000000000002,8
102,811.0000000000002,1130.0000000000002,8
103,850.0,1097.0000000000002,8
104,505.00000000000017,929.0000000000005,8
105,676.0000000000002,836.0000000000005,8
106,601.0000000000002,638.0000000000005,8
107,691.0000000000002,560.0000000000005,8
108,745.0000000000002,515.0000000000005,8
109,787.0000000000002,464.00000000000045,8
110,829.0,500.00000000000045,8
111,727.0000000000002,422.00000000000045,8
112,688.0000000000002,434.00000000000045,8
113,688.0000000000002,389.00000000000045,8
114,649.0000000000002,374.00000000000045,8
115,562.0000000000002,146.00000000000045,8
116,517.0000000000002,149.00000000000045,8
117,1135.0,527.0000000000005,8
118,1393.0,809.0000000000005,8
119,1465.0,860.0000000000005,8
120,1048.0,1289.0000000000002,8
121,1123.0,1307.0000000000002,8
122,1174.0,1196.0000000000002,8
123,1708.0,1949.0000000000002,8
124,1834.0,1709.0000000000002,8
125,1860.9999999999998,1658.0000000000005,8
126,1834.0,1604.0000000000002,8
127,1762.0,1274.0000000000002,8
128,1645.0,1124.0000000000002,8
129,1618.0,1082.0000000000002,8
130,1774.0,1082.0000000000002,8
131,1822.0,1058.0000000000002,8
132,2056.0,1457.0000000000005,8
133,2311.0,1394.0000000000002,8
134,2359.0,1421.0000000000002,8
135,2389.0,1382.0000000000002,8
136,2422.0,1406.0000000000002,8
137,2185.0,1817.0000000000002,8
138,2173.0,1778.0000000000002,8
139,2131.0,1808.0000000000002,8
140,319.00000000000017,92.00000000000045,9
141,124.00000000000023,377.00000000000045,9
142,334.00000000000017,1157.0000000000002,9
143,376.00000000000017,1169.0000000000002,9
144,403.0000000000001,1229.0000000000002,9
145,460.00000000000017,1274.0000000000002,9
146,49.000000000000256,1931.0000000000002,9
147,646.0000000000002,1691.0000000000002,9
148,604.0000000000002,1502.0000000000002,9
149,574.0000000000002,1337.0000000000002,9
150,514.0000000000002,1262.0000000000002,9
151,688.0000000000002,1313.0000000000002,9
152,700.0000000000002,1277.0000000000002,9
153,748.0000000000002,1220.0000000000002,9
154,793.0000000000002,1082.0000000000002,9
155,829.0,1043.0000000000002,9
156,733.0000000000002,1088.0000000000002,9
157,802.0000000000002,917.0000000000005,9
158,664.0000000000002,773.0000000000005,9
159,652.0000000000002,542.0000000000005,9
160,658.0000000000002,500.00000000000045,9
161,748.0000000000002,548.0000000000005,9
162,778.0000000000002,416.00000000000045,9
163,1156.0,473.00000000000045,9
164,1183.0,518.0000000000005,9
165,1219.0,536.0000000000005,9
166,1234.0,488.00000000000045,9
167,1366.0,926.0000000000005,9
168,1261.0,1109.0000000000002,9
169,1138.0,1190.0000000000002,9
170,1306.0,1310.0000000000002,9
171,1441.0,1370.0000000000002,9
172,1429.0,1421.0000000000002,9
173,1300.0,1421.0000000000002,9
174,1219.0,1433.0000000000002,9
175,1105.0,1499.0000000000002,9
176,1096.0,1628.0000000000002,9
177,1324.0,1571.0000000000002,9
178,1222.0,1709.0000000000002,9
179,1333.0,2027.0,9
180,1765.0,2111.0,9
181,1908.9999999999995,2039.0,9
182,1684.0,1913.0000000000002,9
183,1573.0,1652.0000000000002,9
184,1729.0,1514.0000000000002,9
185,1819.0,1574.0000000000002,9
186,1717.0,1340.0000000000002,9
187,1666.0,1325.0000000000002,9
188,1564.0,1244.0000000000002,9
189,1774.0,1316.0000000000002,9
190,1795.0,1034.0000000000002,9
191,2046.9999999999998,1163.0000000000002,9
192,2043.9999999999995,1394.0000000000002,9
193,2428.0,1457.0000000000005,9
194,2161.0,2045.0,9
195,247.00000000000023,191.00000000000045,10
196,154.00000000000023,275.00000000000045,10
197,109.00000000000023,332.00000000000045,10
198,190.00000000000023,356.00000000000045,10
199,22.000000000000256,335.00000000000045,10
200,148.00000000000023,500.00000000000045,10
201,202.00000000000023,482.00000000000045,10
202,430.00000000000017,425.00000000000045,10
203,343.0000000000001,665.0000000000003,10
204,337.0000000000002,731.0000000000005,10
205,376.00000000000017,722.0000000000005,10
206,55.000000000000256,821.0000000000005,10
207,364.00000000000017,1217.0000000000002,10
208,448.0000000000001,1235.0000000000002,10
209,112.00000000000023,1571.0000000000002,10
210,283.0000000000002,1955.0000000000002,10
211,247.00000000000023,1922.0000000000002,10
212,775.0000000000002,1970.0000000000002,10
213,922.0,1814.0000000000002,10
214,679.0000000000002,1076.0000000000002,10
215,550.0000000000002,614.0000000000005,10
216,748.0000000000002,470.00000000000045,10
217,1417.0,836.0000000000005,10
218,1282.0,1301.0000000000002,10
219,1084.0,1280.0000000000002,10
220,1075.0,1328.0000000000002,10
221,1018.0,1262.0000000000002,10
222,1255.0,1460.0000000000002,10
223,1102.0,1760.0000000000002,10
224,1135.0,1937.0000000000002,10
225,1516.0,1964.0000000000002,10
226,1702.0,1490.0000000000002,10
227,1756.0,1508.0000000000002,10
228,1636.0,1286.0000000000002,10
229,1516.0,1241.0000000000002,10
230,1594.0,1238.0000000000002,10
231,1846.0,1253.0000000000005,10
232,1807.0,1145.0000000000002,10
233,2080.0,1424.0000000000002,10
234,2010.9999999999998,1424.0000000000002,10
235,2092.0,2006.0,10
236,2488.0,1496.0000000000002,10
237,2545.0,1430.0000000000002,10
238,196.00000000000023,413.00000000000045,11
239,235.00000000000023,359.00000000000045,11
240,181.00000000000023,455.0000000000005,11
241,178.00000000000023,533.0000000000005,11
242,349.00000000000017,422.00000000000045,11
243,382.0000000000002,395.00000000000045,11
244,286.0000000000002,725.0000000000005,11
245,391.00000000000017,692.0000000000005,11
246,256.0000000000002,1994.0,11
247,946.0,2051.0,11
248,883.0,2084.0,11
249,835.0,2006.0,11
250,811.0000000000002,1976.0000000000002,11
251,943.0,1736.0000000000002,11
252,1162.0,1154.0000000000002,11
253,1111.0,1544.0000000000002,11
254,1249.0,1625.0000000000002,11
255,1228.0,1496.0000000000002,11
256,1282.0,1496.0000000000002,11
257,1066.0,1829.0000000000002,11
258,1165.0,1898.0000000000002,11
259,1225.0,1907.0000000000002,11
260,1243.0,1955.0000000000002,11
261,1411.0,1976.0000000000002,11
262,1435.0,1937.0000000000002,11
263,1468.0,2009.0,11
264,1603.0,1682.0000000000002,11
265,1789.0,1535.0000000000002,11
266,1552.0,1409.0000000000002,11
267,1510.0,1286.0000000000002,11
268,1828.0,1229.0000000000002,11
269,2407.0,1877.0000000000002,11
270,2491.0,1865.0000000000002,11
271,2440.0,1904.0000000000002,11
272,2398.0,1925.0000000000002,11
273,2482.0,1943.0000000000002,11
274,172.00000000000023,2114.0,12
275,649.0000000000002,2117.0,12
276,784.0000000000002,2027.0,12
277,868.0,2048.0,12
278,919.0,2102.0,12
279,934.0,2027.0,12
280,1087.0,1811.0000000000002,12
281,1129.0,1754.0000000000002,12
282,1081.0,1892.0000000000002,12
283,1096.0,1868.0000000000002,12
284,1294.0,2087.0,12
285,1333.0,2072.0,12
286,1276.0,2027.0,12
287,1420.0,2078.0,12
288,1468.0,2126.0,12
289,1414.0,2018.0,12
290,1660.0,1772.0000000000002,12
291,2407.0,2027.0,12
292,2428.0,1994.0,12
293,2446.0,1961.0000000000002,12
294,2461.0,2027.0,12
295,1735.0,2135.0,13
296,1153.0,1928.0000000000005,13
297,1048.0,1925.0000000000002,13
298,1120.0,1826.0000000000002,13
299,838.0,2099.0,13
300,76.00000000000023,2126.0,13
301,40.000000000000256,2111.0,13
302,118.00000000000023,1964.0000000000002,13
303,163.00000000000023,1934.0000000000002,13
304,94.00000000000023,1118.0000000000005,13
305,37.000000000000256,875.0000000000005,13
306,7.000000000000256,839.0000000000005,13
307,19.000000000000256,755.0000000000005,13
308,88.00000000000023,731.0000000000005,13
309,46.000000000000256,623.0000000000005,13
310,292.0000000000002,665.0000000000003,13
311,250.00000000000023,680.0000000000005,13
312,244.00000000000023,713.0000000000005,13
313,253.00000000000023,746.0000000000005,13
314,1000.0,1829.0000000000002,13
315,991.0,2114.0,14
316,673.0000000000002,1475.0000000000002,14
317,64.00000000000023,770.0000000000005,15
318,628.0000000000002,2096.0,15
