,Unnamed: 0,cell_x,cell_y,death_time
0,0,1293.3436154949784,533.928981348637,0
1,1,321.980631276901,912.9246771879483,60
2,2,313.02797704447636,1008.4196556671448,60
3,3,1248.580344332855,568.2474892395983,60
4,4,26.543041606886703,481.7051649928263,90
5,5,554.7496413199426,707.0136298421806,90
6,6,581.6076040172168,714.4741750358679,90
7,7,278.7094691535151,921.8773314203728,120
8,8,320.4885222381636,886.0667144906741,120
9,9,966.5717360114777,542.8816355810617,120
10,10,13.114060258249696,505.5789096126255,150
11,11,316.01219512195115,836.8271162123384,150
12,12,888.9820659971305,256.396700143472,180
13,13,1000.8902439024388,596.5975609756098,180
14,14,1020.2876614060257,575.7080344332853,180
15,15,293.6305595408895,844.2876614060257,210
16,16,874.060975609756,307.1284074605452,240
17,17,241.40674318507888,69.88307030129124,270
18,18,284.6779053084649,101.21736011477765,270
19,19,606.9734576757533,945.7510760401719,270
20,20,953.1427546628406,430.97345767575325,270
21,21,963.5875179340027,378.7496413199426,270
22,22,893.4583931133427,225.06241032998557,270
23,23,872.5688665710187,202.680774748924,270
24,24,618.9103299856528,336.9705882352941,300
25,25,823.3292682926829,229.538737446198,300
26,26,918.8242467718794,199.69655667144912,300
27,27,269.7568149210904,880.0982783357242,330
28,28,244.39096126255382,862.1929698708749,330
29,29,902.4110473457677,163.88593974175038,330
30,30,933.745337159254,383.22596843615503,330
31,31,13.114060258249696,368.3048780487805,360
32,32,17.59038737446204,329.5100430416069,360
33,33,663.6736011477761,335.4784791965567,360
34,34,1300.8041606886654,411.57604017216636,360
35,35,69.81420373027264,326.525824964132,390
36,36,10.129842180774801,387.70229555236716,390
37,37,36.98780487804883,435.4497847919655,390
38,38,700.9763271162124,202.680774748924,390
39,39,724.8500717360114,174.33070301291252,390
40,40,1291.851506456241,444.4024390243901,390
41,41,1351.5358680057386,404.11549497847915,390
42,42,1376.901721664275,369.79698708751783,390
43,43,162.3249641319943,854.7324246771879,420
44,44,205.59612625538026,871.1456241032997,420
45,45,223.5014347202296,833.8428981348634,420
46,46,653.2288378766142,384.71807747489237,420
47,47,894.9505021520803,448.87876614060247,420
48,48,900.91893830703,480.2130559540889,420
49,49,863.6162123385941,539.8974175035867,420
50,50,838.2503586800574,554.8185078909612,420
51,51,800.9476327116213,526.4684361549497,420
52,52,875.5530846484934,34.07245337159259,420
53,53,26.543041606886703,521.9921090387373,450
54,54,268.2647058823529,13.182926829268355,450
55,55,1284.3909612625534,366.81276901004304,450
