,Unnamed: 0,cell_x,cell_y,death_time
0,0,668.1499282639885,347.4153515064562,0
1,1,700.9763271162124,277.28622668579624,15
2,2,724.8500717360114,456.3393113342897,15
3,3,794.9791965566715,269.82568149210897,15
4,4,805.4239598278335,320.5573888091822,15
5,5,845.7109038737443,286.23888091822096,30
6,6,905.3952654232423,236.99928263988517,30
7,7,577.1312769010043,599.5817790530847,45
8,8,614.4340028694404,663.7424677187947,45
9,9,457.7625538020086,671.203012912482,45
10,10,618.9103299856528,369.79698708751783,45
11,11,736.7869440459109,157.91750358680062,60
12,12,609.957675753228,296.6836441893832,60
13,13,699.4842180774748,402.6233859397416,60
14,14,668.1499282639885,516.0236728837876,60
15,15,803.9318507890962,571.2317073170732,60
16,16,365.2517934002869,762.2216642754663,75
17,17,614.4340028694404,732.3794835007174,75
18,18,484.62051649928253,705.5215208034433,75
19,19,608.4655667144907,463.799856527977,75
20,20,854.6635581061693,590.6291248206599,75
21,21,139.94332855093262,390.6865136298421,75
22,22,80.25896700143474,425.0050215208034,90
23,23,132.48278335724535,484.68938307030123,90
24,24,51.908895265423276,519.0078909612623,90
25,25,31.01936872309905,575.7080344332853,90
26,26,171.27761836441897,899.4956958393111,90
27,27,429.41248206599715,589.1370157819224,90
28,28,521.9232424677189,592.1212338593973,90
29,29,612.941893830703,539.8974175035867,90
30,30,791.9949784791968,132.55164992826394,90
31,31,823.3292682926829,656.2819225251075,90
32,32,921.8084648493544,684.631994261119,90
33,33,794.9791965566715,781.6190817790531,90
34,34,10.129842180774801,304.1441893830703,105
35,35,187.69081779053084,416.05236728837866,105
36,36,96.67216642754668,1018.8644189383067,105
37,37,292.13845050215207,659.2661406025824,105
38,38,374.2044476327117,680.1556671449066,105
39,39,396.58608321377335,769.6822094691532,105
40,40,539.8285509325682,521.9921090387373,105
41,41,651.7367288378766,763.7137733142036,105
42,42,738.2790530846485,641.360832137733,105
43,43,645.7682926829267,417.5444763271162,105
44,44,81.75107604017221,601.073888091822,120
45,45,90.70373027259691,645.8371592539454,120
46,46,253.34361549497848,863.6850789096125,120
47,47,320.4885222381636,817.4296987087516,120
48,48,362.267575322812,814.4454806312767,120
49,49,448.8098995695839,757.7453371592537,120
50,50,424.9361549497848,702.5373027259683,120
51,51,809.9002869440459,783.1111908177904,120
52,52,177.2460545193687,635.3923959827832,135
53,53,11.621951219512253,347.4153515064562,135
54,54,310.0437589670014,599.5817790530847,135
55,55,374.2044476327117,150.45695839311338,135
56,56,380.17288378766136,87.7883787661407,135
57,57,509.98637015781924,417.5444763271162,135
58,58,444.33357245337163,460.8156384505021,135
59,59,439.8572453371593,501.1025824964131,135
60,60,514.4626972740316,472.75251076040166,135
