,Unnamed: 0,cell_x,cell_y,death_time
0,0,1645.0,1481.0000000000002,0
1,1,1126.0,1109.0000000000002,30
2,2,2038.0,140.00000000000043,30
3,3,181.00000000000026,1115.0000000000002,60
4,4,217.00000000000026,1088.0000000000002,60
5,5,2416.0,275.0000000000004,60
6,6,2440.0,293.0000000000004,60
7,7,175.00000000000026,1073.0000000000002,90
8,8,226.00000000000026,1013.0000000000003,90
9,9,223.00000000000026,1052.0000000000002,90
10,10,259.00000000000017,1094.0000000000002,90
11,11,325.00000000000017,1106.0000000000002,90
12,12,466.00000000000017,1196.0000000000002,120
13,13,1015.0,950.0000000000003,120
14,14,2308.0,1832.0,120
15,15,2329.0,1868.0,120
16,16,385.00000000000017,1142.0000000000002,150
17,17,559.0000000000001,1160.0000000000002,150
18,18,550.0000000000001,1340.0000000000002,150
19,19,1018.0,1061.0000000000002,150
20,20,1987.0,1541.0000000000002,150
21,21,1878.9999999999993,209.00000000000043,150
22,22,511.00000000000017,1262.0000000000002,180
23,23,547.0000000000001,1217.0000000000002,180
24,24,583.0000000000002,1199.0000000000002,180
25,25,559.0000000000001,1286.0000000000002,180
26,26,673.0000000000002,410.0000000000005,180
27,27,1966.0,1565.0000000000002,180
28,28,1998.9999999999993,1580.0000000000002,180
29,29,1930.0,698.0000000000005,180
30,30,1891.0,695.0000000000005,180
31,31,2140.0,314.0000000000004,180
32,32,526.0000000000001,2111.0,210
33,33,664.0000000000002,1394.0000000000002,210
34,34,583.0000000000002,1310.0000000000002,210
35,35,619.0000000000002,1244.0000000000002,210
36,36,622.0000000000002,1199.0000000000002,210
37,37,697.0000000000003,335.0000000000004,210
38,38,1645.0,662.0000000000006,210
39,39,1960.0,146.00000000000043,210
40,40,412.00000000000017,2066.0,240
41,41,463.00000000000017,2033.0,240
42,42,487.00000000000017,2078.0,240
43,43,424.00000000000017,2147.0,240
44,44,559.0000000000001,1379.0000000000002,240
45,45,592.0000000000002,1403.0000000000002,240
46,46,601.0000000000002,1340.0000000000002,240
47,47,631.0000000000002,1358.0000000000002,240
48,48,718.0000000000003,1343.0000000000002,240
49,49,715.0000000000003,1409.0000000000002,240
50,50,808.0000000000003,1340.0000000000002,240
51,51,808.0000000000003,1292.0000000000002,240
52,52,643.0000000000002,1139.0000000000002,240
53,53,1051.0,1100.0000000000002,240
54,54,649.0000000000002,473.0000000000005,270
55,55,766.0000000000003,869.0000000000005,270
56,56,649.0000000000002,1004.0000000000003,270
57,57,661.0000000000002,1094.0000000000002,270
58,58,643.0000000000002,1175.0000000000002,270
