,Unnamed: 0,cell_x,cell_y,death_time
0,0,135.46700143472026,507.07101865136286,0
1,1,168.29340028694406,504.086800573888,30
2,2,178.73816355810618,527.9605451936873,30
3,3,141.43543758967007,559.2948350071736,30
4,4,114.57747489239605,547.3579626972738,30
5,5,129.4985652797705,598.0896700143471,30
6,6,92.19583931133431,647.3292682926829,90
7,7,207.0882352941177,551.8342898134863,90
8,8,821.8371592539453,572.7238163558105,120
9,9,429.41248206599715,584.66068866571,150
10,10,783.0423242467717,542.8816355810617,150
11,11,774.0896700143472,715.9662840746054,150
12,12,696.5,595.1054519368722,180
13,13,815.8687230989958,633.9002869440457,180
14,14,84.73529411764711,684.631994261119,210
15,15,274.23314203730274,595.1054519368722,210
16,16,401.06241032998565,666.7266857962696,210
17,17,751.7080344332852,617.4870875179339,210
18,18,711.4210903873744,665.2345767575323,210
19,19,169.78550932568155,711.4899569583931,240
20,20,263.78837876614057,704.0294117647059,240
21,21,338.3938307030129,642.8529411764705,240
22,22,390.6176470588235,724.91893830703,240
23,23,850.1872309899568,668.2187948350071,240
24,24,968.0638450502153,548.8500717360114,240
25,25,957.6190817790531,516.0236728837876,270
26,26,1038.192969870875,462.30774748923966,270
27,27,905.3952654232423,360.84433285509317,270
28,28,851.6793400286944,354.87589670014336,270
29,29,842.7266857962696,332.4942611190818,270
30,30,304.07532281205164,553.3263988522236,300
31,31,316.01219512195115,484.68938307030123,300
32,32,371.2202295552368,756.2532281205164,300
33,33,580.1154949784792,674.1872309899568,300
34,34,999.3981348637013,559.2948350071736,300
35,35,1100.8615494978478,468.27618364418936,300
36,36,1081.4641319942614,423.512912482066,300
37,37,929.2690100430417,414.56025824964127,300
38,38,869.5846484935437,408.59182209469145,300
39,39,821.8371592539453,417.5444763271162,300
40,40,836.7582496413199,377.2575322812052,300
41,41,875.5530846484934,328.01793400286937,300
42,42,972.5401721664276,299.66786226685787,300
43,43,744.2474892395983,145.98063127690102,300
44,44,65.33787661406029,751.776901004304,330
45,45,147.40387374461986,742.8242467718793,330
46,46,168.29340028694406,789.0796269727401,330
47,47,84.73529411764711,806.9849354375896,330
48,48,25.050932568149268,865.1771879483499,330
49,49,150.38809182209474,854.7324246771879,330
50,50,107.1169296987088,905.4641319942607,330
51,51,147.40387374461986,981.5616929698707,330
52,52,280.2015781922525,780.1269727403155,330
53,53,311.53586800573885,684.631994261119,330
54,54,408.5229555236728,841.3034433285508,330
55,55,484.62051649928253,720.4426111908176,330
56,56,589.0681492109038,696.5688665710185,330
57,57,796.4713055954089,378.7496413199426,330
58,58,803.9318507890962,331.0021520803444,330
59,59,965.0796269727404,256.396700143472,330
60,60,981.4928263988522,231.0308464849354,330
61,61,1044.1614060258248,595.1054519368722,330
62,62,1129.2116212338597,414.56025824964127,330
63,63,735.2948350071736,178.80703012912477,330
64,64,771.1054519368722,142.99641319942612,330
65,65,800.9476327116213,157.91750358680062,330
66,66,821.8371592539453,151.94906743185086,330
67,67,805.4239598278335,126.58321377331423,330
68,68,808.4081779053084,178.80703012912477,330
69,69,210.07245337159256,877.1140602582493,360
70,70,227.97776183644194,805.4928263988521,360
71,71,314.52008608321376,830.8586800573887,360
72,72,313.02797704447636,865.1771879483499,360
73,73,272.74103299856534,908.4483500717357,360
74,74,774.0896700143472,422.0208034433285,360
75,75,708.4368723098994,226.55451936872302,360
76,76,982.9849354375896,432.46556671449065,360
77,77,1017.3034433285508,256.396700143472,360
78,78,289.1542324246772,965.1484935437587,390
79,79,342.87015781922526,974.1011477761833,390
80,80,410.0150645624104,918.893113342898,390
81,81,535.3522238163558,795.0480631276898,390
82,82,1011.3350071736011,299.66786226685787,390
83,83,1005.3665710186513,405.6076040172165,390
84,84,378.680774748924,911.4325681492109,420
85,85,350.3307030129125,860.7008608321376,420
86,86,1003.8744619799137,604.0581061692968,420
87,87,1062.0667144906745,336.9705882352941,420
88,88,602.4971305595409,739.8400286944044,450
89,89,608.4655667144907,835.3350071736011,450
90,90,1030.732424677188,571.2317073170732,450
91,91,459.25466284074605,851.748206599713,480
92,92,493.57317073170736,853.2403156384503,510
